"登陆页面类型","登陆页面路径","在线商店访客","访问","有商品添加到购物车的访问","到达结账页面的访问","完成结账的访问","转化率","页面浏览量","结账转化率","添加至购物车率","到达结账页面率","到达并完成结账的访问","平均访问持续时间","每次访问的页面浏览量","跳出率","完成结账率","跳出次数","Online store visitors (previous_week)","Sessions (previous_week)","Sessions with cart additions (previous_week)","Sessions that reached checkout (previous_week)","Sessions that completed checkout (previous_week)","Conversion rate (previous_week)","Pageviews (previous_week)","Checkout conversion rate (previous_week)","Added to cart rate (previous_week)","Reached checkout rate (previous_week)","Sessions that reached and completed checkout (previous_week)","Average session duration (previous_week)","Pageviews per session (previous_week)","Bounce rate (previous_week)","Completed checkout rate (previous_week)","Bounces (previous_week)","Online store visitors (previous_week) ","Sessions (previous_week) ","Sessions with cart additions (previous_week) ","Sessions that reached checkout (previous_week) ","Sessions that completed checkout (previous_week) ","Conversion rate (previous_week) ","Pageviews (previous_week) ","Checkout conversion rate (previous_week) ","Added to cart rate (previous_week) ","Reached checkout rate (previous_week) ","Sessions that reached and completed checkout (previous_week) ","Average session duration (previous_week) ","Pageviews per session (previous_week) ","Bounce rate (previous_week) ","Completed checkout rate (previous_week) ","Bounces (previous_week) "
"Blog Article","/blogs/featured-blog/how-to-diy-an-sex-doll-you",454,460,0,0,0,0,642,,0,0,0,44.517391304347825,1.3956521739130434,0.8673913043478261,,399,512,520,1,0,0,0,638,,0.0019230769230769232,0,0,34.575,1.226923076923077,0.8788461538461538,,457,-11.328125,-11.538461538461538,-100,,,,0.6269592476489029,,-100,,,28.756012449306787,13.75221480169005,-1.303396441822852,,-12.691466083150985
"Collection","/collections/furry-sex-doll",445,457,1,1,0,0,1103,0,0.002188183807439825,0.002188183807439825,0,92.55798687089715,2.413566739606127,0.6367614879649891,0,291,375,385,0,0,0,0,941,,0,0,0,87.95844155844156,2.444155844155844,0.5766233766233766,,222,18.666666666666668,18.7012987012987,,,,,17.215727948990434,,,,,5.229225564893107,-1.2515202180277536,10.42935714708145,,31.08108108108108
"Collection","/collections/celebrity-sex-dolls",436,442,3,3,0,0,1959,0,0.006787330316742082,0.006787330316742082,0,183.9547511312217,4.432126696832579,0.4343891402714932,0,192,500,511,4,0,0,0,1902,,0.007827788649706457,0,0,119.34637964774952,3.7221135029354206,0.4246575342465753,,217,-12.8,-13.50293542074364,-25,,,,2.996845425867508,,-13.291855203619903,,,54.135175004188326,19.075538490086654,2.291636257480668,,-11.52073732718894
"Collection","/collections/femboys-sex-doll",389,396,2,1,0,0,1261,0,0.005050505050505051,0.0025252525252525255,0,118.56060606060606,3.1843434343434343,0.4621212121212121,0,183,392,398,1,0,0,0,1406,,0.002512562814070352,0,0,117.7035175879397,3.5326633165829144,0.41457286432160806,,165,-0.7653061224489796,-0.5025125628140703,100,,,,-10.31294452347084,,101.01010101010102,,,0.7281757505896173,-9.8599795968217,11.469237832874187,,10.909090909090908
"Collection","/collections/shemale-sex-doll-torso-1",371,377,5,3,0,0,1124,0,0.013262599469496022,0.007957559681697613,0,134.68965517241378,2.981432360742706,0.4827586206896552,0,182,417,423,3,1,0,0,1514,0,0.0070921985815602835,0.002364066193853428,0,161.67375886524823,3.57919621749409,0.4562647754137116,0,193,-11.031175059952039,-10.874704491725769,66.66666666666667,200,,,-25.759577278731836,,87.00265251989391,236.604774535809,,-16.690465961965508,-16.70106416154792,5.806682151152409,,-5.699481865284974
"Collection","/collections/sex-doll-torso-dildo-for-woman",299,308,7,1,1,0.003246753246753247,1010,1,0.022727272727272728,0.003246753246753247,1,157.34415584415584,3.279220779220779,0.4155844155844156,1,128,277,282,2,0,0,0,879,,0.0070921985815602835,0,0,124.43617021276596,3.117021276595745,0.450354609929078,,127,7.9422382671480145,9.21985815602837,250,,,,14.9032992036405,,220.45454545454547,,,26.445675381299893,5.203670050086423,-7.7206258308620415,,0.7874015748031497
"Collection","/collections/black-sex-dolls",259,282,2,1,0,0,1032,0,0.0070921985815602835,0.0035460992907801418,0,197.54255319148936,3.6595744680851063,0.44680851063829785,0,126,234,251,4,1,0,0,957,0,0.01593625498007968,0.00398406374501992,0,175.75697211155378,3.812749003984064,0.4701195219123506,0,118,10.683760683760683,12.350597609561753,-50,0,,,7.836990595611285,,-55.49645390070922,-10.99290780141844,,12.395286979630129,-4.017430356388543,-4.958528669311225,,6.779661016949152
"Collection","/collections/sex-doll-torso",245,255,5,3,0,0,1158,0,0.0196078431372549,0.011764705882352941,0,260.48627450980393,4.541176470588235,0.43137254901960786,0,110,187,189,5,2,0,0,803,0,0.026455026455026454,0.010582010582010581,0,225.57142857142858,4.248677248677248,0.38095238095238093,0,72,31.016042780748663,34.92063492063492,0,50,,,44.20921544209215,,-25.88235294117647,11.176470588235299,,15.478399086043536,6.884477327668306,13.23529411764707,,52.77777777777778
"Collection","/collections/sex-doll-videos",221,230,0,0,0,0,725,,0,0,0,98.12173913043478,3.152173913043478,0.7652173913043478,,176,74,76,1,0,0,0,188,,0.013157894736842105,0,0,93.26315789473684,2.473684210526316,0.5657894736842105,,43,198.64864864864865,202.6315789473684,-100,,,,285.63829787234044,,-100,,,5.209539699676122,27.428307123034212,35.24772497472195,,309.30232558139534
"Collection","/collections/boob-job-sex-toys",199,204,1,1,0,0,504,0,0.004901960784313725,0.004901960784313725,0,103.27450980392157,2.4705882352941178,0.6225490196078431,0,127,269,273,2,1,0,0,785,0,0.007326007326007326,0.003663003663003663,0,106.2051282051282,2.8754578754578755,0.608058608058608,0,166,-26.022304832713754,-25.274725274725274,-50,0,,,-35.796178343949045,,-33.088235294117645,33.8235294117647,,-2.759394438605953,-14.080179842637689,2.383061658398309,,-23.49397590361446
"Collection","/collections/flat-chest-sex-doll",194,202,3,0,0,0,608,,0.01485148514851485,0,0,127.67821782178218,3.00990099009901,0.5297029702970297,,107,170,176,3,0,0,0,532,,0.017045454545454544,0,0,164.5284090909091,3.022727272727273,0.5227272727272727,,92,14.117647058823529,14.772727272727273,0,,,,14.285714285714286,,-12.871287128712869,,,-22.397464044501625,-0.4243281471004307,1.334481274214387,,16.304347826086957
"Blog Article","/blogs/dolls-info-qustions/how-to-make-a-fake-ass-sex-toy",188,189,0,0,0,0,248,,0,0,0,34.91005291005291,1.312169312169312,0.8253968253968254,,156,205,207,0,0,0,0,275,,0,0,0,54.75845410628019,1.328502415458937,0.8115942028985508,,168,-8.292682926829269,-8.695652173913043,,,,,-9.818181818181818,,,,,-36.247190539206414,-1.2294372294372278,1.7006802721088314,,-7.142857142857143
"Collection","/collections/black-torso-sex-dolls",154,158,2,0,0,0,472,,0.012658227848101266,0,0,152.43037974683546,2.9873417721518987,0.4873417721518987,,77,150,155,4,2,0,0,449,0,0.025806451612903226,0.012903225806451613,0,165.32258064516128,2.8967741935483873,0.535483870967742,0,83,2.6666666666666665,1.935483870967742,-50,-100,,,5.122494432071269,,-50.949367088607595,-100,,-7.798209323865378,3.1264977023483884,-8.990391947536992,,-7.228915662650603
"Collection","/collections/huge-breasts-sex-dolls",145,150,0,0,0,0,594,,0,0,0,148.76666666666668,3.96,0.42,,63,164,170,1,1,0,0,708,0,0.0058823529411764705,0.0058823529411764705,0,203.5,4.1647058823529415,0.3764705882352941,0,64,-11.585365853658537,-11.764705882352942,-100,-100,,,-16.10169491525424,,-100,-100,,-26.89598689598689,-4.915254237288143,11.562499999999996,,-1.5625
"Collection","/collections/fake-pussy-fake-vagina-sex-toys",145,148,4,1,0,0,532,0,0.02702702702702703,0.006756756756756757,0,128.1891891891892,3.5945945945945947,0.527027027027027,0,78,166,172,3,2,0,0,584,0,0.01744186046511628,0.011627906976744186,0,129.41860465116278,3.395348837209302,0.5174418604651163,0,89,-12.650602409638553,-13.953488372093023,33.333333333333336,-50,,,-8.904109589041095,,54.954954954954964,-41.89189189189189,,-0.949952648065845,5.868196964087385,1.8524142119647573,,-12.359550561797754
"Collection","/collections/anime-mini-sex-doll",131,133,0,0,0,0,320,,0,0,0,79.71428571428571,2.406015037593985,0.6691729323308271,,89,118,121,0,0,0,0,357,,0,0,0,160.44628099173553,2.950413223140496,0.5371900826446281,,65,11.016949152542374,9.917355371900827,,,,,-10.364145658263306,,,,,-50.31714962692608,-18.45159116278091,24.56911509543089,,36.92307692307692
"Collection","/collections/futa-sex-doll",123,124,1,0,0,0,482,,0.008064516129032258,0,0,180.7016129032258,3.8870967741935485,0.4032258064516129,,50,138,142,1,0,0,0,401,,0.007042253521126761,0,0,97.20422535211267,2.823943661971831,0.5,,71,-10.869565217391305,-12.67605633802817,0,,,,20.199501246882793,,14.516129032258059,,,85.89892800302879,37.647815944010944,-19.354838709677423,,-29.577464788732396
"Collection","/collections/shemale-sex-toy",119,124,0,0,0,0,232,,0,0,0,84.54838709677419,1.8709677419354838,0.7338709677419355,,91,125,128,0,0,0,0,202,,0,0,0,49.296875,1.578125,0.71875,,92,-4.8,-3.125,,,,,14.851485148514852,,,,,71.50861407903481,18.556371766208873,2.1037868162692868,,-1.0869565217391304
"Collection","/collections/torso-dildo",114,118,1,1,1,0.00847457627118644,326,1,0.00847457627118644,0.00847457627118644,1,195.03389830508473,2.76271186440678,0.5423728813559322,1,64,91,93,0,0,0,0,245,,0,0,0,109.70967741935483,2.6344086021505375,0.5053763440860215,,47,25.274725274725274,26.881720430107528,,,,,33.06122448979592,,,,,77.77273882556975,4.8702870978900155,7.320591417237649,,36.170212765957444
"Collection","/collections/big-booty-sex-dolls",112,114,1,1,0,0,399,0,0.008771929824561403,0.008771929824561403,0,203.6315789473684,3.5,0.38596491228070173,0,44,148,154,1,0,0,0,696,,0.006493506493506494,0,0,305.3376623376623,4.51948051948052,0.4675324675324675,,72,-24.324324324324323,-25.974025974025974,0,,,,-42.672413793103445,,35.087719298245595,,,-33.30938037962074,-22.55747126436782,-17.446393762183238,,-38.888888888888886
"Collection","/collections/asian-sex-doll",108,111,0,0,0,0,273,,0,0,0,154.64864864864865,2.4594594594594597,0.6576576576576577,,73,94,98,0,0,0,0,308,,0,0,0,136.44897959183675,3.142857142857143,0.5510204081632653,,54,14.893617021276595,13.26530612244898,,,,,-11.363636363636363,,,,,13.33807633538413,-21.744471744471735,19.352686019352706,,35.18518518518518
"Collection","/collections/under-100",104,109,0,0,0,0,261,,0,0,0,89.72477064220183,2.3944954128440368,0.5963302752293578,,65,86,86,0,0,0,0,182,,0,0,0,77.34883720930233,2.116279069767442,0.6511627906976745,,56,20.930232558139537,26.74418604651163,,,,,43.40659340659341,,,,,16.00015446827055,13.146486540981947,-8.420707732634348,,16.071428571428573
"Collection","/collections/18s-sex-doll",107,108,0,0,0,0,266,,0,0,0,110.37037037037037,2.462962962962963,0.5740740740740741,,62,145,148,0,0,0,0,365,,0,0,0,98.9054054054054,2.4662162162162162,0.668918918918919,,99,-26.20689655172414,-27.027027027027028,,,,,-27.123287671232877,,,,,11.591848714406439,-0.13191273465246783,-14.178825289936409,,-37.37373737373738
"Product","/products/599-83lb-sex-doll-torso-with-realistic-oversized-ass",84,107,1,0,0,0,250,,0.009345794392523364,0,0,148.10280373831776,2.336448598130841,0.6822429906542056,,73,91,101,0,0,0,0,253,,0,0,0,97.45544554455445,2.504950495049505,0.594059405940594,,60,-7.6923076923076925,5.9405940594059405,,,,,-1.1857707509881423,,,,,51.969756959972514,-6.7267555686897404,14.84423676012461,,21.666666666666668
"Collection","/collections/silicone-ass",91,99,0,0,0,0,379,,0,0,0,195.35353535353536,3.8282828282828283,0.46464646464646464,,46,92,94,0,0,0,0,269,,0,0,0,138.88297872340425,2.8617021276595747,0.5638297872340425,,53,-1.0869565217391304,5.319148936170213,,,,,40.89219330855018,,,,,40.66053100905649,33.77642596973451,-17.591004383457214,,-13.20754716981132
"Collection","/collections/life-size-anime-sex-doll",94,99,1,0,0,0,410,,0.010101010101010102,0,0,146.8989898989899,4.141414141414141,0.43434343434343436,,43,112,113,0,0,0,0,300,,0,0,0,126.11504424778761,2.6548672566371683,0.504424778761062,,57,-16.071428571428573,-12.389380530973451,,,,,36.666666666666664,,,,,16.480147769180117,55.99326599326597,-13.893319156477048,,-24.56140350877193
"Blog Article","/blogs/sex-doll-torso-blog/top-7-sex-poses-with-your-torso-sex-doll",92,95,0,0,0,0,122,,0,0,0,55.72631578947368,1.2842105263157895,0.9052631578947369,,86,72,74,0,0,0,0,103,,0,0,0,32.58108108108108,1.3918918918918919,0.8648648648648649,,64,27.77777777777778,28.37837837837838,,,,,18.446601941747574,,,,,71.03887882293871,-7.736331119059785,4.671052631578947,,34.375
"Custom Page","/pages/sex-doll-gif",91,92,0,0,0,0,172,,0,0,0,96.22826086956522,1.8695652173913044,0.6847826086956522,,63,84,85,0,0,0,0,162,,0,0,0,47.23529411764706,1.9058823529411764,0.7176470588235294,,61,8.333333333333334,8.235294117647058,,,,,6.172839506172839,,,,,103.72110022199361,-1.9055287171229098,-4.579472558802561,,3.278688524590164
"Collection","/collections/vibrating-sex-doll-torso",90,90,0,0,0,0,248,,0,0,0,162.3111111111111,2.7555555555555555,0.6555555555555556,,59,70,71,0,0,0,0,234,,0,0,0,183.9718309859155,3.295774647887324,0.6056338028169014,,43,28.571428571428573,26.760563380281692,,,,,5.982905982905983,,,,,-11.773932867180458,-16.391263057929727,8.24289405684755,,37.2093023255814
"Collection","/collections/chinese-sex-doll",78,83,1,0,0,0,265,,0.012048192771084338,0,0,133.49397590361446,3.1927710843373496,0.5060240963855421,,42,54,57,1,1,0,0,211,0,0.017543859649122806,0.017543859649122806,0,204.2280701754386,3.7017543859649122,0.6140350877192983,0,35,44.44444444444444,45.6140350877193,0,-100,,,25.592417061611375,,-31.32530120481927,-100,,-34.63485416625699,-13.74978587335122,-17.59036144578314,,20
"Collection","/collections/anime-pocket-pussy",83,83,0,0,0,0,213,,0,0,0,94.40963855421687,2.566265060240964,0.5903614457831325,,49,39,40,0,0,0,0,96,,0,0,0,74.35,2.4,0.6,,24,112.82051282051282,107.5,,,,,121.875,,,,,26.98001150533541,6.927710843373495,-1.6064257028112392,,104.16666666666667
,"/de/collections/robotic-sex-doll",80,82,0,0,0,0,220,,0,0,0,95.36585365853658,2.682926829268293,0.5609756097560976,,46,106,107,1,1,0,0,308,0,0.009345794392523364,0.009345794392523364,0,101.79439252336448,2.878504672897196,0.5700934579439252,0,61,-24.528301886792452,-23.364485981308412,-100,-100,,,-28.571428571428573,,-100,-100,,-6.3152190464247635,-6.794425087108005,-1.5993602558976232,,-24.59016393442623
"Collection","/collections/animal-hentai-sex-doll",72,73,1,0,0,0,296,,0.0136986301369863,0,0,112.36986301369863,4.054794520547945,0.4520547945205479,,33,82,87,1,1,0,0,229,0,0.011494252873563218,0.011494252873563218,0,77.63218390804597,2.632183908045977,0.45977011494252873,0,40,-12.195121951219512,-16.091954022988507,0,-100,,,29.25764192139738,,19.178082191780817,-100,,44.74649218524995,54.04677872824072,-1.678082191780826,,-17.5
"Collection","/collections/lesbian-sex-doll-torso",71,71,0,0,0,0,109,,0,0,0,67.73239436619718,1.5352112676056338,0.704225352112676,,50,87,88,0,0,0,0,189,,0,0,0,72.98863636363636,2.147727272727273,0.6136363636363636,,54,-18.39080459770115,-19.318181818181817,,,,,-42.32804232804233,,,,,-7.201452526461895,-28.519263730531346,14.762649973917569,,-7.407407407407407
"Collection","/collections/silicone-pocket-pussy",65,66,1,1,0,0,139,0,0.015151515151515152,0.015151515151515152,0,73.4090909090909,2.106060606060606,0.6666666666666666,0,44,77,78,2,0,0,0,178,,0.02564102564102564,0,0,54.80769230769231,2.282051282051282,0.6025641025641025,,47,-15.584415584415584,-15.384615384615385,-50,,,,-21.910112359550563,,-40.9090909090909,,,33.93939393939394,-7.711950970377935,10.638297872340425,,-6.382978723404255
,"/en-ca/collections/bbw-sex-doll-torso",59,61,1,1,0,0,227,0,0.01639344262295082,0.01639344262295082,0,182.5737704918033,3.721311475409836,0.3442622950819672,0,21,41,41,0,0,0,0,167,,0,0,0,176.9268292682927,4.073170731707317,0.5121951219512195,,21,43.90243902439025,48.78048780487805,,,,,35.92814371257485,,,,,3.191681695119029,-8.638460783351332,-32.786885245901644,,0
"Collection","/collections/mini-sex-doll-torso",58,58,0,0,0,0,158,,0,0,0,147.06896551724137,2.7241379310344827,0.46551724137931033,,27,84,85,0,0,0,0,227,,0,0,0,122.08235294117647,2.6705882352941175,0.6823529411764706,,58,-30.952380952380953,-31.764705882352942,,,,,-30.39647577092511,,,,,20.467014252341876,2.0051648184718234,-31.77764565992866,,-53.44827586206897
"Product","/products/t901-21-51lb-c-cup-7-08-dildo-electric-shemale-big-penis-male-female-sex-doll-torso-adult-toys",58,58,0,0,0,0,58,,0,0,0,0,1,1,,58,25,25,0,0,0,0,25,,0,0,0,0,1,1,,25,132,132,,,,,132,,,,,,0,0,,132
"Collection","/collections/torso-shemale-sex-doll",54,56,0,0,0,0,156,,0,0,0,106.80357142857143,2.7857142857142856,0.39285714285714285,,22,38,42,0,0,0,0,105,,0,0,0,141.57142857142858,2.5,0.42857142857142855,,18,42.10526315789474,33.333333333333336,,,,,48.57142857142857,,,,,-24.558526740665997,11.428571428571423,-8.33333333333333,,22.22222222222222
"Collection","/collections/best-seller-sex-dolls-under-200",53,54,0,0,0,0,101,,0,0,0,88.87037037037037,1.8703703703703705,0.6481481481481481,,35,59,64,1,0,0,0,181,,0.015625,0,0,102.609375,2.828125,0.578125,,37,-10.169491525423728,-15.625,-100,,,,-44.19889502762431,,-100,,,-13.389619252265822,-33.865357069776955,12.112112112112111,,-5.405405405405405
,"/en-ca/collections/sex-doll-head",52,54,1,0,0,0,183,,0.018518518518518517,0,0,101.57407407407408,3.388888888888889,0.46296296296296297,,25,49,50,2,0,0,0,541,,0.04,0,0,555,10.82,0.56,,28,6.122448979591836,8,-50,,,,-66.17375231053605,,-53.70370370370371,,,-81.69836503169836,-68.67940028753337,-17.328042328042336,,-10.714285714285714
"Collection","/collections/life-size-shemale-sex-doll",49,51,0,0,0,0,207,,0,0,0,336.1372549019608,4.0588235294117645,0.4117647058823529,,21,56,59,0,0,0,0,174,,0,0,0,98.38983050847457,2.9491525423728815,0.5084745762711864,,30,-12.5,-13.559322033898304,,,,,18.96551724137931,,,,,241.6382091165493,37.626774847870166,-19.019607843137255,,-30
,"/en-ca",45,49,1,0,0,0,507,,0.02040816326530612,0,0,554.3061224489796,10.346938775510203,0.42857142857142855,,21,41,45,1,0,0,0,283,,0.022222222222222223,0,0,210.84444444444443,6.288888888888889,0.3333333333333333,,15,9.75609756097561,8.88888888888889,0,,,,79.15194346289752,,-8.16326530612246,,,162.89813986302786,64.5272950169467,28.571428571428573,,40
"List of Collections","/collections/vendors",44,48,1,0,0,0,214,,0.020833333333333332,0,0,170.1875,4.458333333333333,0.5,,24,43,53,3,1,0,0,259,0,0.05660377358490566,0.018867924528301886,0,255.45283018867926,4.886792452830188,0.37735849056603776,0,20,2.3255813953488373,-9.433962264150944,-66.66666666666667,-100,,,-17.374517374517374,,-63.19444444444446,-100,,-33.37811138193368,-8.767696267696266,32.49999999999999,,20
"Custom Page","/pages/torso-sex-doll-videos",48,48,0,0,0,0,68,,0,0,0,38.729166666666664,1.4166666666666667,0.7708333333333334,,37,36,37,0,0,0,0,52,,0,0,0,18.783783783783782,1.4054054054054055,0.8108108108108109,,30,33.333333333333336,29.72972972972973,,,,,30.76923076923077,,,,,106.18405275779376,0.801282051282051,-4.930555555555556,,23.333333333333332
,"/en-ca/collections/all",43,45,0,0,0,0,192,,0,0,0,137.3111111111111,4.266666666666667,0.37777777777777777,,17,33,34,1,0,0,0,125,,0.029411764705882353,0,0,251.2058823529412,3.676470588235294,0.3235294117647059,,11,30.303030303030305,32.35294117647059,-100,,,,53.6,,-100,,,-45.33921346706736,16.053333333333338,16.76767676767676,,54.54545454545455
,"/en-ca/collections/full-doll",44,45,1,1,0,0,218,0,0.022222222222222223,0.022222222222222223,0,184.88888888888889,4.844444444444444,0.2,0,9,23,23,0,0,0,0,110,,0,0,0,111.30434782608695,4.782608695652174,0.2608695652173913,,6,91.30434782608695,95.65217391304348,,,,,98.18181818181819,,,,,66.11111111111111,1.2929292929292875,-23.33333333333333,,50
"Collection","/collections/alien-sex-dolls",43,43,1,1,1,0.023255813953488372,168,1,0.023255813953488372,0.023255813953488372,1,191.67441860465115,3.9069767441860463,0.3953488372093023,1,17,35,38,0,0,0,0,141,,0,0,0,118.55263157894737,3.710526315789474,0.631578947368421,,24,22.857142857142858,13.157894736842104,,,,,19.148936170212767,,,,,61.6787548718478,5.294408708560108,-37.4031007751938,,-29.166666666666668
"Collection","/collections/petite-sex-doll",40,42,0,0,0,0,127,,0,0,0,173.28571428571428,3.0238095238095237,0.5238095238095238,,22,45,47,0,0,0,0,109,,0,0,0,210.2340425531915,2.3191489361702127,0.6382978723404256,,30,-11.11111111111111,-10.638297872340425,,,,,16.513761467889907,,,,,-17.574855060939473,30.384447356924422,-17.936507936507937,,-26.666666666666668
"Blog Article","/blogs/dolls-info-qustions/gentlemans-paradise-exploring-nsfw-anime-figures-and-sex-dolls",41,41,0,0,0,0,155,,0,0,0,141.09756097560975,3.7804878048780486,0.6585365853658537,,27,29,29,0,0,0,0,108,,0,0,0,130.06896551724137,3.7241379310344827,0.6896551724137931,,20,41.37931034482759,41.37931034482759,,,,,43.51851851851852,,,,,8.479036805214296,1.5130984643179741,-4.512195121951222,,35
