"登陆页面类型","登陆页面路径","在线商店访客","访问","有商品添加到购物车的访问","到达结账页面的访问","完成结账的访问","转化率","页面浏览量","结账转化率","添加至购物车率","到达结账页面率","到达并完成结账的访问","平均访问持续时间","每次访问的页面浏览量","跳出率","完成结账率","跳出次数","Online store visitors (previous_period)","Sessions (previous_period)","Sessions with cart additions (previous_period)","Sessions that reached checkout (previous_period)","Sessions that completed checkout (previous_period)","Conversion rate (previous_period)","Pageviews (previous_period)","Checkout conversion rate (previous_period)","Added to cart rate (previous_period)","Reached checkout rate (previous_period)","Sessions that reached and completed checkout (previous_period)","Average session duration (previous_period)","Pageviews per session (previous_period)","Bounce rate (previous_period)","Completed checkout rate (previous_period)","Bounces (previous_period)","Online store visitors (previous_period) ","Sessions (previous_period) ","Sessions with cart additions (previous_period) ","Sessions that reached checkout (previous_period) ","Sessions that completed checkout (previous_period) ","Conversion rate (previous_period) ","Pageviews (previous_period) ","Checkout conversion rate (previous_period) ","Added to cart rate (previous_period) ","Reached checkout rate (previous_period) ","Sessions that reached and completed checkout (previous_period) ","Average session duration (previous_period) ","Pageviews per session (previous_period) ","Bounce rate (previous_period) ","Completed checkout rate (previous_period) ","Bounces (previous_period) "
"Collection","/collections/shemale-sex-doll-torso-1",509,516,3,0,0,0,1691,,0.005813953488372093,0,0,140.21511627906978,3.2771317829457365,0.43992248062015504,,227,490,498,6,0,0,0,1821,,0.012048192771084338,0,0,142.7570281124498,3.6566265060240966,0.42570281124497994,,212,3.877551020408163,3.6144578313253013,-50,,,,-7.1389346512905,,-51.74418604651163,,,-1.7805861238423661,-10.378274140198972,3.3402808249232083,,7.0754716981132075
"Collection","/collections/celebrity-sex-dolls",416,422,0,0,0,0,1327,,0,0,0,109.09241706161137,3.1445497630331753,0.5023696682464455,,212,437,445,5,0,0,0,1798,,0.011235955056179775,0,0,186.59101123595505,4.040449438202248,0.3707865168539326,,165,-4.805491990846682,-5.168539325842697,-100,,,,-26.195773081201335,,-100.00000000000001,,,-41.533937600210685,-22.173267822593832,35.48757719373832,,28.484848484848484
"Blog Article","/blogs/featured-blog/how-to-make-fake-pussy",399,402,0,0,0,0,526,,0,0,0,20.888059701492537,1.308457711442786,0.9104477611940298,,366,122,127,0,0,0,0,161,,0,0,0,30.937007874015748,1.2677165354330708,0.8503937007874016,,108,227.04918032786884,216.53543307086613,,,,,226.70807453416148,,,,,-32.4819653324115,3.2137449398967863,7.061912658927574,,238.88888888888889
"Collection","/collections/femboys-sex-doll",378,384,2,0,0,0,1343,,0.005208333333333333,0,0,137.75260416666666,3.4973958333333335,0.46875,,180,311,313,2,1,0,0,1148,0,0.006389776357827476,0.003194888178913738,0,113.10862619808307,3.6677316293929714,0.44089456869009586,0,138,21.543408360128616,22.68370607028754,0,-100,,,16.986062717770036,,-18.489583333333336,-100,,21.787885501699467,-4.644172836817653,6.317934782608694,,30.434782608695652
"Blog Article","/blogs/featured-blog/how-to-diy-an-sex-doll-you",335,338,0,0,0,0,415,,0,0,0,18.9792899408284,1.227810650887574,0.878698224852071,,297,351,357,0,0,0,0,460,,0,0,0,38.30532212885154,1.288515406162465,0.8879551820728291,,317,-4.5584045584045585,-5.322128851540616,,,,,-9.782608695652174,,,,,-50.45260322577156,-4.711216876768727,-1.0425027532525608,,-6.309148264984227
"Collection","/collections/furry-sex-doll",314,320,0,0,0,0,822,,0,0,0,100.28125,2.56875,0.546875,,175,284,288,2,2,0,0,836,0,0.006944444444444444,0.006944444444444444,0,100.79513888888889,2.9027777777777777,0.5243055555555556,0,151,10.56338028169014,11.11111111111111,-100,-100,,,-1.674641148325359,,-100,-100,,-0.5098349925936102,-11.507177033492816,4.304635761589399,,15.894039735099337
"Collection","/collections/fake-pussy-fake-vagina-sex-toys",237,242,8,6,0,0,726,0,0.03305785123966942,0.024793388429752067,0,99.46280991735537,3,0.5247933884297521,0,127,280,284,7,3,1,0.0035211267605633804,941,0.3333333333333333,0.02464788732394366,0.01056338028169014,1,120.04929577464789,3.313380281690141,0.5070422535211268,0.3333333333333333,144,-15.357142857142858,-14.788732394366198,14.285714285714286,100,-100,-100,-22.848034006376196,-99.99999999999999,34.12042502951595,134.7107438016529,-100,-17.14836036684189,-9.458023379383638,3.5009182736455537,-99.99999999999999,-11.805555555555555
"Collection","/collections/boob-job-sex-toys",214,220,1,0,0,0,556,,0.004545454545454545,0,0,99.26363636363637,2.5272727272727273,0.6227272727272727,,137,193,198,1,1,0,0,523,0,0.005050505050505051,0.005050505050505051,0,97.73737373737374,2.6414141414141414,0.5808080808080808,0,115,10.880829015544041,11.11111111111111,0,-100,,,6.309751434034417,,-10.00000000000001,-100,,1.5615957007027645,-4.321223709369023,7.217391304347825,,19.130434782608695
"Collection","/collections/sex-doll-torso-dildo-for-woman",209,213,4,3,0,0,727,0,0.018779342723004695,0.014084507042253521,0,144.60093896713616,3.4131455399061035,0.4507042253521127,0,96,203,206,1,0,0,0,674,,0.0048543689320388345,0,0,146.2621359223301,3.2718446601941746,0.48058252427184467,,99,2.955665024630542,3.3980582524271843,300,,,,7.863501483679525,,286.85446009389676,,,-1.1357669192497495,4.318691575765184,-6.217100583297766,,-3.0303030303030303
"Collection","/collections/black-sex-dolls",198,209,1,0,0,0,750,,0.004784688995215311,0,0,177.42583732057417,3.588516746411483,0.41148325358851673,,86,122,129,0,0,0,0,475,,0,0,0,140.56589147286823,3.682170542635659,0.43410852713178294,,56,62.295081967213115,62.01550387596899,,,,,57.89473684210526,,,,,26.222539096421254,-2.543439939561824,-5.2118933697881085,,53.57142857142857
"Collection","/collections/futa-sex-doll",203,205,1,0,0,0,650,,0.004878048780487805,0,0,128.1951219512195,3.1707317073170733,0.4926829268292683,,101,190,194,0,0,0,0,543,,0,0,0,120.37628865979381,2.7989690721649483,0.5309278350515464,,103,6.842105263157895,5.670103092783505,,,,,19.70534069981584,,,,,6.495326761172371,13.282127296411097,-7.203409898176653,,-1.941747572815534
"Blog Article","/blogs/dolls-info-qustions/how-to-make-a-fake-ass-sex-toy",176,180,0,0,0,0,259,,0,0,0,46.93333333333333,1.4388888888888889,0.85,,153,155,157,0,0,0,0,210,,0,0,0,73.01273885350318,1.3375796178343948,0.8662420382165605,,136,13.548387096774194,14.64968152866242,,,,,23.333333333333332,,,,,-35.718979906365405,7.57407407407408,-1.875000000000006,,12.5
"Collection","/collections/sex-doll-torso",121,125,2,1,0,0,569,0,0.016,0.008,0,348.52,4.552,0.432,0,54,150,153,4,1,0,0,580,0,0.026143790849673203,0.006535947712418301,0,213.00653594771242,3.7908496732026142,0.35947712418300654,0,55,-19.333333333333332,-18.30065359477124,-50,0,,,-1.896551724137931,,-38.8,22.400000000000002,,63.61939245167228,20.078620689655164,20.174545454545452,,-1.8181818181818181
"Collection","/collections/asian-sex-doll",124,125,1,1,0,0,500,0,0.008,0.008,0,190.288,4,0.552,0,69,118,118,0,0,0,0,320,,0,0,0,130.42372881355934,2.711864406779661,0.5423728813559322,,64,5.084745762711864,5.932203389830509,,,,,56.25,,,,,45.8998310591293,47.50000000000001,1.7750000000000088,,7.8125
"Collection","/collections/shemale-sex-toy",114,116,1,1,0,0,285,0,0.008620689655172414,0.008620689655172414,0,98.9396551724138,2.456896551724138,0.6206896551724138,0,72,81,81,1,0,0,0,232,,0.012345679012345678,0,0,126.61728395061728,2.8641975308641974,0.6419753086419753,,52,40.74074074074074,43.20987654320987,0,,,,22.844827586206897,,-30.172413793103445,,,-21.859281698854158,-14.220422116527939,-3.315649867373997,,38.46153846153846
"Collection","/collections/anime-mini-sex-doll",112,114,0,0,0,0,259,,0,0,0,107.46491228070175,2.2719298245614037,0.6842105263157895,,78,85,85,0,0,0,0,250,,0,0,0,107.45882352941176,2.9411764705882355,0.6352941176470588,,54,31.764705882352942,34.11764705882353,,,,,3.6,,,,,0.005666125023532719,-22.75438596491228,7.699805068226129,,44.44444444444444
"Collection","/collections/black-torso-sex-dolls",108,114,1,0,0,0,340,,0.008771929824561403,0,0,176.0438596491228,2.982456140350877,0.4649122807017544,,53,146,157,2,0,0,0,431,,0.012738853503184714,0,0,169.5796178343949,2.745222929936306,0.5987261146496815,,94,-26.027397260273972,-27.388535031847134,-50,,,,-21.11368909512761,,-31.14035087719299,,,3.811921442729418,8.64167379004355,-22.349757372153785,,-43.61702127659574
"Collection","/collections/torso-dildo",95,95,1,0,0,0,295,,0.010526315789473684,0,0,188.26315789473685,3.1052631578947367,0.4421052631578947,,42,115,117,0,0,0,0,281,,0,0,0,121.99145299145299,2.4017094017094016,0.5811965811965812,,68,-17.391304347826086,-18.803418803418804,,,,,4.98220640569395,,,,,54.32487545494438,29.29387525753887,-23.93188854489165,,-38.23529411764706
"Collection","/collections/silicone-ass",80,81,1,1,0,0,254,0,0.012345679012345678,0.012345679012345678,0,142.5679012345679,3.1358024691358026,0.5925925925925926,0,48,95,97,0,0,0,0,334,,0,0,0,118.50515463917526,3.443298969072165,0.4536082474226804,,44,-15.789473684210526,-16.49484536082474,,,,,-23.952095808383234,,,,,20.305232011771082,-8.930287573002145,30.639730639730633,,9.090909090909092
"Collection","/collections/huge-breasts-sex-dolls",79,80,0,0,0,0,307,,0,0,0,166.9125,3.8375,0.5,,40,118,122,0,0,0,0,521,,0,0,0,196.81147540983608,4.270491803278689,0.39344262295081966,,48,-33.05084745762712,-34.42622950819672,,,,,-41.07485604606526,,,,,-15.191682978634802,-10.139155470249527,27.083333333333336,,-16.666666666666668
"Custom Page","/pages/sex-doll-gif",78,78,0,0,0,0,160,,0,0,0,42.11538461538461,2.051282051282051,0.7307692307692307,,57,83,84,0,0,0,0,138,,0,0,0,28.952380952380953,1.6428571428571428,0.8571428571428571,,72,-6.024096385542169,-7.142857142857143,,,,,15.942028985507246,,,,,45.46432186234817,24.86064659977703,-14.743589743589745,,-20.833333333333332
"Collection","/collections/silicone-pocket-pussy",76,77,1,1,0,0,302,0,0.012987012987012988,0.012987012987012988,0,125.74025974025975,3.9220779220779223,0.6233766233766234,0,48,110,111,1,0,0,0,321,,0.009009009009009009,0,0,95.41441441441441,2.891891891891892,0.6396396396396397,,71,-30.90909090909091,-30.63063063063063,0,,,,-5.919003115264798,,44.155844155844164,,,31.783295544980003,35.62325524942347,-2.5425278946405756,,-32.394366197183096
"Collection","/collections/mini-sex-doll",73,76,0,0,0,0,186,,0,0,0,53.63157894736842,2.4473684210526314,0.5921052631578947,,45,101,104,1,0,0,0,343,,0.009615384615384616,0,0,134.875,3.298076923076923,0.4423076923076923,,46,-27.722772277227723,-26.923076923076923,-100,,,,-45.77259475218659,,-100,,,-60.2360860445832,-25.794077029307964,33.867276887871846,,-2.1739130434782608
"Collection","/collections/flat-chest-sex-doll",72,73,0,0,0,0,223,,0,0,0,156.43835616438355,3.0547945205479454,0.5342465753424658,,39,47,51,0,0,0,0,144,,0,0,0,120.6078431372549,2.823529411764706,0.5882352941176471,,30,53.191489361702125,43.13725490196079,,,,,54.861111111111114,,,,,29.708277749692098,8.190639269406393,-9.17808219178082,,30
,"/de/collections/robotic-sex-doll",73,73,2,2,0,0,341,0,0.0273972602739726,0.0273972602739726,0,185.5068493150685,4.671232876712328,0.410958904109589,0,30,63,66,1,0,0,0,265,,0.015151515151515152,0,0,211.96969696969697,4.015151515151516,0.5303030303030303,,35,15.873015873015873,10.606060606060606,100,,,,28.67924528301887,,80.82191780821917,,,-12.48425979417783,16.34013957094854,-22.504892367906066,,-14.285714285714286
"Product","/products/599-83lb-sex-doll-torso-with-realistic-oversized-ass",68,70,1,1,0,0,223,0,0.014285714285714285,0.014285714285714285,0,162.31428571428572,3.1857142857142855,0.4714285714285714,0,33,73,78,2,1,1,0.01282051282051282,202,1,0.02564102564102564,0.01282051282051282,1,102.15384615384616,2.58974358974359,0.7051282051282052,1,55,-6.8493150684931505,-10.256410256410257,-50,0,-100,-100,10.396039603960396,-100,-44.285714285714285,11.428571428571429,-100,58.8919965576592,23.012729844413,-33.142857142857146,-100,-40
"Collection","/collections/lesbian-sex-doll-torso",68,68,0,0,0,0,145,,0,0,0,68.30882352941177,2.1323529411764706,0.6617647058823529,,45,88,91,1,0,0,0,223,,0.01098901098901099,0,0,99.04395604395604,2.4505494505494507,0.5604395604395604,,51,-22.727272727272727,-25.274725274725274,-100,,,,-34.97757847533632,,-100,,,-31.031810260995552,-12.984700606700086,18.079584775086502,,-11.764705882352942
"Collection","/collections/life-size-shemale-sex-doll",63,64,1,0,0,0,235,,0.015625,0,0,200.078125,3.671875,0.375,,24,76,77,0,0,0,0,232,,0,0,0,159.32467532467533,3.012987012987013,0.5194805194805194,,40,-17.105263157894736,-16.883116883116884,,,,,1.293103448275862,,,,,25.57886880502119,21.868265086206893,-27.812499999999996,,-40
"Collection","/collections/alien-sex-dolls",62,64,0,0,0,0,390,,0,0,0,268.890625,6.09375,0.328125,,21,52,54,0,0,0,0,260,,0,0,0,172.44444444444446,4.814814814814815,0.3888888888888889,,21,19.23076923076923,18.51851851851852,,,,,50,,,,,55.9288418170103,26.562499999999996,-15.625,,0
"Collection","/collections/animal-hentai-sex-doll",60,60,0,0,0,0,187,,0,0,0,84.35,3.1166666666666667,0.4,,24,79,79,0,0,0,0,522,,0,0,0,241.41772151898735,6.6075949367088604,0.4050632911392405,,32,-24.050632911392405,-24.050632911392405,,,,,-64.17624521072797,,,,,-65.06055998322148,-52.83205619412516,-1.249999999999993,,-25
"Collection","/collections/mini-sex-doll-torso",57,59,0,0,0,0,172,,0,0,0,173.76271186440678,2.9152542372881354,0.5932203389830508,,35,51,53,0,0,0,0,147,,0,0,0,210.18867924528303,2.7735849056603774,0.660377358490566,,35,11.764705882352942,11.320754716981131,,,,,17.006802721088434,,,,,-17.330128107598213,5.107805834198076,-10.169491525423727,,0
"List of Collections","/collections/vendors",50,58,2,2,0,0,280,0,0.034482758620689655,0.034482758620689655,0,171.17241379310346,4.827586206896552,0.5,0,29,48,55,1,1,0,0,240,0,0.01818181818181818,0.01818181818181818,0,188.16363636363636,4.363636363636363,0.38181818181818183,0,21,4.166666666666667,5.454545454545454,100,100,,,16.666666666666668,,89.65517241379311,89.65517241379311,,-9.030024556762097,10.632183908045983,30.952380952380945,,38.095238095238095
"Product","/products/f9308-163cm-5ft4-39kg-silicone-anime-sex-doll-naked-elsa-babe",57,57,0,0,0,0,220,,0,0,0,116.82456140350877,3.8596491228070176,0.7017543859649122,,40,0,0,0,0,0,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
"Collection","/collections/cheap-sex-toys-1",54,56,1,1,0,0,198,0,0.017857142857142856,0.017857142857142856,0,209.25,3.5357142857142856,0.4642857142857143,0,26,56,59,0,0,0,0,140,,0,0,0,94.42372881355932,2.3728813559322033,0.6101694915254238,,36,-3.5714285714285716,-5.084745762711864,,,,,41.42857142857143,,,,,121.60743134087238,49.00510204081633,-23.90873015873016,,-27.77777777777778
,"/en-ca/collections/full-doll",54,56,0,0,0,0,318,,0,0,0,308.75,5.678571428571429,0.30357142857142855,,17,59,59,1,1,0,0,326,0,0.01694915254237288,0.01694915254237288,0,303.864406779661,5.52542372881356,0.2033898305084746,0,12,-8.474576271186441,-5.084745762711864,-100,-100,,,-2.4539877300613497,,-100,-100,,1.6078201695671597,2.771691498685361,49.25595238095236,,41.666666666666664
,"/en-ca",51,55,0,0,0,0,422,,0,0,0,474.07272727272726,7.672727272727273,0.12727272727272726,,7,27,28,1,0,0,0,245,,0.03571428571428571,0,0,399.10714285714283,8.75,0.17857142857142858,,5,88.88888888888889,96.42857142857143,-100,,,,72.24489795918367,,-100,,,18.783323164531225,-12.311688311688311,-28.727272727272737,,40
,"/en-ca/collections/bbw-sex-doll-torso",52,55,0,0,0,0,375,,0,0,0,393.09090909090907,6.818181818181818,0.23636363636363636,,13,36,36,0,0,0,0,141,,0,0,0,97.97222222222223,3.9166666666666665,0.3611111111111111,,13,44.44444444444444,52.77777777777778,,,,,165.95744680851064,,,,,301.22689898703504,74.08123791102516,-34.54545454545455,,0
"Collection","/collections/big-booty-sex-dolls",51,55,1,0,0,0,388,,0.01818181818181818,0,0,386.23636363636365,7.054545454545455,0.36363636363636365,,20,68,69,0,0,0,0,295,,0,0,0,222.6086956521739,4.27536231884058,0.5072463768115942,,35,-25,-20.28985507246377,,,,,31.52542372881356,,,,,73.50461647727273,65.0046224961479,-28.311688311688314,,-42.857142857142854
"Collection","/collections/ai-sex-dolls-list",54,54,0,0,0,0,148,,0,0,0,127.70370370370371,2.740740740740741,0.5185185185185185,,28,51,51,1,0,0,0,126,,0.0196078431372549,0,0,111.52941176470588,2.4705882352941178,0.5686274509803921,,29,5.882352941176471,5.882352941176471,-100,,,,17.46031746031746,,-100,,,14.502265979059231,10.934744268077603,-8.812260536398469,,-3.4482758620689653
"Collection","/collections/chinese-sex-doll",48,54,0,0,0,0,187,,0,0,0,178.22222222222223,3.462962962962963,0.6666666666666666,,36,44,46,0,0,0,0,102,,0,0,0,63.32608695652174,2.217391304347826,0.6521739130434783,,30,9.090909090909092,17.391304347826086,,,,,83.33333333333333,,,,,181.43570965404126,56.17283950617283,2.222222222222215,,20
"Collection","/collections/anime-pocket-pussy",53,54,0,0,0,0,215,,0,0,0,109.05555555555556,3.9814814814814814,0.5555555555555556,,30,81,81,0,0,0,0,281,,0,0,0,131.5679012345679,3.4691358024691357,0.5185185185185185,,42,-34.5679012345679,-33.333333333333336,,,,,-23.487544483985765,,,,,-17.110819179881766,14.768683274021354,7.142857142857154,,-28.571428571428573
"Blog Article","/blogs/sex-doll-torso-blog/top-7-sex-poses-with-your-torso-sex-doll",50,52,0,0,0,0,61,,0,0,0,52.07692307692308,1.1730769230769231,0.8653846153846154,,45,83,85,1,0,0,0,145,,0.011764705882352941,0,0,48.576470588235296,1.7058823529411764,0.7647058823529411,,65,-39.75903614457831,-38.8235294117647,-100,,,,-57.93103448275862,,-100,,,7.206065912774562,-31.233421750663126,13.165680473372793,,-30.76923076923077
,"/en-ca/collections/robotic-sex-doll",45,51,0,0,0,0,155,,0,0,0,106.47058823529412,3.0392156862745097,0.49019607843137253,,25,40,40,0,0,0,0,143,,0,0,0,193.325,3.575,0.45,,18,12.5,27.5,,,,,8.391608391608392,,,,,-44.92663223313378,-14.98697381050323,8.932461873638337,,38.888888888888886
,"/en-ca/collections/sex-doll-head",48,48,4,2,0,0,272,0,0.08333333333333333,0.041666666666666664,0,266.6875,5.666666666666667,0.22916666666666666,0,11,42,42,1,1,0,0,303,0,0.023809523809523808,0.023809523809523808,0,379.95238095238096,7.214285714285714,0.2619047619047619,0,11,14.285714285714286,14.285714285714286,300,100,,,-10.231023102310232,,249.99999999999997,75,,-29.810283243514224,-21.45214521452145,-12.500000000000007,,0
"Collection","/collections/under-100",45,45,0,0,0,0,129,,0,0,0,66.73333333333333,2.8666666666666667,0.6222222222222222,,28,61,62,0,0,0,0,133,,0,0,0,72.66129032258064,2.1451612903225805,0.6451612903225806,,40,-26.229508196721312,-27.419354838709676,,,,,-3.007518796992481,,,,,-8.158342582315939,33.63408521303259,-3.5555555555555514,,-30
"Collection","/collections/pocket-pussy-ass",43,44,0,0,0,0,79,,0,0,0,30.886363636363637,1.7954545454545454,0.6818181818181818,,30,41,42,0,0,0,0,103,,0,0,0,103.4047619047619,2.4523809523809526,0.6190476190476191,,26,4.878048780487805,4.761904761904762,,,,,-23.300970873786408,,,,,-70.13061771293408,-26.787290379523395,10.139860139860128,,15.384615384615385
"Collection","/collections/petite-sex-doll",42,43,0,0,0,0,109,,0,0,0,132.04651162790697,2.5348837209302326,0.5581395348837209,,24,50,52,1,0,0,0,152,,0.019230769230769232,0,0,106.73076923076923,2.923076923076923,0.5961538461538461,,31,-16,-17.307692307692307,-100,,,,-28.289473684210527,,-100,,,23.719254137858783,-13.28029375764993,-6.3765941485371345,,-22.580645161290324
"Collection","/collections/hentai-sex-dolls-connecting-fantasy-to-reality",43,43,0,0,0,0,134,,0,0,0,140.51162790697674,3.116279069767442,0.627906976744186,,27,10,10,0,0,0,0,24,,0,0,0,50.8,2.4,0.4,,4,330,330,,,,,458.3333333333333,,,,,176.5976927302692,29.84496124031009,56.9767441860465,,575
"Collection","/collections/huge-tits-sex-doll",38,40,1,0,0,0,169,,0.025,0,0,190.2,4.225,0.45,,18,29,30,0,0,0,0,105,,0,0,0,183.73333333333332,3.5,0.43333333333333335,,13,31.03448275862069,33.333333333333336,,,,,60.95238095238095,,,,,3.519593613933238,20.714285714285705,3.8461538461538454,,38.46153846153846
"Custom Page","/pages/full-doll",40,40,0,0,0,0,250,,0,0,0,179.65,6.25,0.225,,9,40,40,0,0,0,0,252,,0,0,0,283.8,6.3,0.275,,11,0,0,,,,,-0.7936507936507936,,,,,-36.6983791402396,-0.7936507936507908,-18.181818181818187,,-18.181818181818183
"Collection","/collections/vibrating-sex-doll-torso",37,39,1,0,0,0,107,,0.02564102564102564,0,0,132.76923076923077,2.7435897435897436,0.4358974358974359,,17,43,48,0,0,0,0,167,,0,0,0,153.6875,3.4791666666666665,0.5208333333333334,,25,-13.953488372093023,-18.75,,,,,-35.92814371257485,,,,,-13.61091125222886,-21.142330723169042,-16.30769230769231,,-32
"Collection","/collections/sex-doll-anal",39,39,2,1,0,0,143,0,0.05128205128205128,0.02564102564102564,0,187.76923076923077,3.6666666666666665,0.5384615384615384,0,21,32,33,0,0,0,0,76,,0,0,0,100.18181818181819,2.303030303030303,0.45454545454545453,,15,21.875,18.181818181818183,,,,,88.15789473684211,,,,,87.42845176601982,59.21052631578945,18.46153846153846,,40
"Collection","/collections/mini-flat-chest-sex-doll",39,39,0,0,0,0,94,,0,0,0,94.15384615384616,2.41025641025641,0.6153846153846154,,24,54,57,0,0,0,0,131,,0,0,0,146.0701754385965,2.2982456140350878,0.6842105263157895,,39,-27.77777777777778,-31.57894736842105,,,,,-28.244274809160306,,,,,-35.54204623145291,4.87375220199647,-10.059171597633133,,-38.46153846153846
