"登陆页面类型","登陆页面路径","在线商店访客","访问","有商品添加到购物车的访问","到达结账页面的访问","完成结账的访问","转化率","页面浏览量","结账转化率","添加至购物车率","到达结账页面率","到达并完成结账的访问","平均访问持续时间","每次访问的页面浏览量","跳出率","完成结账率","跳出次数","Online store visitors (previous_week)","Sessions (previous_week)","Sessions with cart additions (previous_week)","Sessions that reached checkout (previous_week)","Sessions that completed checkout (previous_week)","Conversion rate (previous_week)","Pageviews (previous_week)","Checkout conversion rate (previous_week)","Added to cart rate (previous_week)","Reached checkout rate (previous_week)","Sessions that reached and completed checkout (previous_week)","Average session duration (previous_week)","Pageviews per session (previous_week)","Bounce rate (previous_week)","Completed checkout rate (previous_week)","Bounces (previous_week)","Online store visitors (previous_week) ","Sessions (previous_week) ","Sessions with cart additions (previous_week) ","Sessions that reached checkout (previous_week) ","Sessions that completed checkout (previous_week) ","Conversion rate (previous_week) ","Pageviews (previous_week) ","Checkout conversion rate (previous_week) ","Added to cart rate (previous_week) ","Reached checkout rate (previous_week) ","Sessions that reached and completed checkout (previous_week) ","Average session duration (previous_week) ","Pageviews per session (previous_week) ","Bounce rate (previous_week) ","Completed checkout rate (previous_week) ","Bounces (previous_week) "
"Collection","/collections/fake-ass-sex-toy",392,405,5,1,0,0,1599,0,0.012345679012345678,0.0024691358024691358,0,185.6074074074074,3.948148148148148,0.45185185185185184,0,183,561,595,6,1,1,0.0016806722689075631,1813,1,0.010084033613445379,0.0016806722689075631,1,172.20840336134455,3.0470588235294116,0.5025210084033613,1,299,-30.124777183600713,-31.932773109243698,-16.666666666666668,0,-100,-100,-11.803640375068946,-100,22.427983539094637,46.91358024691357,-100,7.78069117681078,29.57242957242958,-10.082992691688347,-100,-38.79598662207358
"Custom Page","/pages/sex-doll-videos",393,404,1,1,0,0,759,0,0.0024752475247524753,0.0024752475247524753,0,69.69554455445545,1.8787128712871286,0.806930693069307,0,326,1128,1172,2,1,0,0,2236,0,0.0017064846416382253,0.0008532423208191126,0,74.65870307167235,1.9078498293515358,0.8020477815699659,0,940,-65.15957446808511,-65.52901023890784,-50,0,,,-66.05545617173524,,45.04950495049505,190.0990099009901,,-6.647796322489375,-1.5272144387962983,0.6088055614072042,,-65.31914893617021
"Collection","/collections/shemale-sex-doll-torso-1",380,389,1,0,0,0,1367,,0.002570694087403599,0,0,142.8611825192802,3.51413881748072,0.4601542416452442,,179,549,564,3,1,0,0,1866,0,0.005319148936170213,0.0017730496453900709,0,119.23404255319149,3.3085106382978724,0.44858156028368795,0,253,-30.783242258652095,-31.02836879432624,-66.66666666666667,-100,,,-26.741693461950696,,-51.67095115681234,-100,,19.815766923736067,6.215128245397965,2.57983884897934,,-29.24901185770751
"Collection","/collections/celebrity-sex-dolls",360,368,1,0,0,0,1354,,0.002717391304347826,0,0,140.44565217391303,3.6793478260869565,0.45108695652173914,,166,468,476,0,0,0,0,1724,,0,0,0,154.81302521008402,3.6218487394957983,0.39285714285714285,,187,-23.076923076923077,-22.689075630252102,,,,,-21.46171693735499,,,,,-9.280467852542904,1.5875617875517,14.822134387351781,,-11.229946524064172
"Collection","/collections/femboys-sex-doll",290,295,2,0,0,0,1051,,0.006779661016949152,0,0,142.0406779661017,3.5627118644067797,0.43050847457627117,,127,350,358,0,0,0,0,1244,,0,0,0,99.39664804469274,3.474860335195531,0.4441340782122905,,159,-17.142857142857142,-17.59776536312849,,,,,-15.514469453376206,,,,,42.902885318863554,2.528203171834971,-3.067903208613158,,-20.12578616352201
"Collection","/collections/furry-sex-doll",243,248,1,1,1,0.004032258064516129,614,1,0.004032258064516129,0.004032258064516129,1,106.02016129032258,2.475806451612903,0.6048387096774194,1,150,300,313,1,0,0,0,799,,0.003194888178913738,0,0,87.78913738019169,2.5527156549520766,0.597444089456869,,187,-19,-20.766773162939298,0,,,,-23.153942428035045,,26.20967741935484,,,20.766833408075435,-3.012838628931332,1.2377091599103034,,-19.78609625668449
"Collection","/collections/fake-pussy-fake-vagina-sex-toys",172,179,8,5,0,0,596,0,0.0446927374301676,0.027932960893854747,0,148.3296089385475,3.329608938547486,0.49162011173184356,0,88,219,224,2,1,1,0.004464285714285714,614,1,0.008928571428571428,0.004464285714285714,1,90.94196428571429,2.7410714285714284,0.5714285714285714,1,128,-21.461187214611872,-20.089285714285715,300,400,-100,-100,-2.9315960912052117,-100,400.5586592178771,525.6983240223465,-100,63.10359040908467,21.47107528251415,-13.966480446927374,-100,-31.25
"Collection","/collections/black-sex-dolls",171,175,1,0,0,0,615,,0.005714285714285714,0,0,170.25142857142856,3.5142857142857142,0.38285714285714284,,67,234,247,0,0,0,0,872,,0,0,0,205.5668016194332,3.5303643724696356,0.39271255060728744,,97,-26.923076923076923,-29.149797570850204,,,,,-29.472477064220183,,,,,-17.17951185200816,-0.45543905635648924,-2.5095729013254795,,-30.927835051546392
"Collection","/collections/boob-job-sex-toys",169,172,1,1,0,0,441,0,0.005813953488372093,0.005813953488372093,0,97.32558139534883,2.563953488372093,0.5930232558139535,0,102,210,216,2,0,0,0,579,,0.009259259259259259,0,0,101.07407407407408,2.6805555555555554,0.5601851851851852,,121,-19.523809523809526,-20.37037037037037,-50,,,,-23.83419689119171,,-37.2093023255814,,,-3.7086589346127345,-4.349921677310508,5.862002690755334,,-15.702479338842975
"Collection","/collections/sex-doll-torso-dildo-for-woman",164,168,3,1,0,0,660,0,0.017857142857142856,0.005952380952380952,0,216.8154761904762,3.9285714285714284,0.4166666666666667,0,70,235,242,6,2,2,0.008264462809917356,769,1,0.024793388429752067,0.008264462809917356,2,132.3512396694215,3.177685950413223,0.5041322314049587,1,122,-30.21276595744681,-30.578512396694215,-50,-50,-100,-100,-14.174252275682704,-100,-27.97619047619048,-27.97619047619048,-100,63.818243585798,23.62994612669515,-17.349726775956277,-100,-42.622950819672134
"Collection","/collections/futa-sex-doll",156,160,1,0,0,0,538,,0.00625,0,0,145.3,3.3625,0.49375,,79,181,184,1,0,0,0,645,,0.005434782608695652,0,0,154.58695652173913,3.505434782608696,0.42934782608695654,,79,-13.812154696132596,-13.043478260869565,0,,,,-16.589147286821706,,15.00000000000001,,,-6.007593868654188,-4.07751937984497,14.999999999999998,,0
"Collection","/collections/black-torso-sex-dolls",129,132,1,0,0,0,324,,0.007575757575757576,0,0,167.59848484848484,2.4545454545454546,0.5303030303030303,,70,135,142,1,0,0,0,342,,0.007042253521126761,0,0,118.58450704225352,2.408450704225352,0.5070422535211268,,72,-4.444444444444445,-7.042253521126761,0,,,,-5.2631578947368425,,7.575757575757576,,,41.33253072323088,1.9138755980861304,4.587542087542084,,-2.7777777777777777
"Collection","/collections/sex-doll-torso",125,128,1,1,0,0,688,0,0.0078125,0.0078125,0,256.125,5.375,0.40625,0,52,175,185,6,3,1,0.005405405405405406,738,0.3333333333333333,0.032432432432432434,0.016216216216216217,1,196.16216216216216,3.9891891891891893,0.43243243243243246,0.5,80,-28.571428571428573,-30.81081081081081,-83.33333333333333,-66.66666666666667,-100,-100,-6.775067750677507,-99.99999999999999,-75.91145833333333,-51.82291666666667,-100,30.567993937723895,34.73915989159891,-6.054687500000005,-100,-35
"Collection","/collections/flat-chest-sex-doll",123,127,1,0,0,0,432,,0.007874015748031496,0,0,222.89763779527559,3.4015748031496065,0.5354330708661418,,68,81,88,0,0,0,0,278,,0,0,0,190.1931818181818,3.159090909090909,0.48863636363636365,,43,51.851851851851855,44.31818181818182,,,,,55.39568345323741,,,,,17.195388217627126,7.675749164447972,9.577000549349943,,58.13953488372093
"Blog Article","/blogs/dolls-info-qustions/how-to-make-a-fake-ass-sex-toy",121,124,0,0,0,0,193,,0,0,0,74.08064516129032,1.5564516129032258,0.7661290322580645,,95,170,175,0,0,0,0,239,,0,0,0,54.29714285714286,1.3657142857142857,0.7714285714285715,,135,-28.823529411764707,-29.142857142857142,,,,,-19.246861924686193,,,,,36.435623060679916,13.966122283709003,-0.686977299880532,,-29.62962962962963
"Collection","/collections/anime-mini-sex-doll",118,120,0,0,0,0,313,,0,0,0,98.19166666666666,2.6083333333333334,0.6583333333333333,,79,166,167,1,0,0,0,419,,0.005988023952095809,0,0,79.04790419161677,2.5089820359281436,0.6586826347305389,,110,-28.91566265060241,-28.143712574850298,-100,,,,-25.29832935560859,,-100,,,24.217925409691183,3.9598249801113825,-0.05303030303030022,,-28.181818181818183
"Product","/products/599-83lb-sex-doll-torso-with-realistic-oversized-ass",106,108,1,1,0,0,342,0,0.009259259259259259,0.009259259259259259,0,130.92592592592592,3.1666666666666665,0.6018518518518519,0,65,83,87,1,0,0,0,309,,0.011494252873563218,0,0,154.3448275862069,3.5517241379310347,0.5172413793103449,,45,27.710843373493976,24.137931034482758,0,,,,10.679611650485437,,-19.444444444444446,,,-15.173104292854068,-10.841423948220074,16.35802469135802,,44.44444444444444
"Blog Article","/blogs/featured-blog/how-to-make-fake-pussy",101,105,0,0,0,0,127,,0,0,0,20.771428571428572,1.2095238095238094,0.8857142857142857,,93,68,68,0,0,0,0,85,,0,0,0,2.764705882352941,1.25,0.9117647058823529,,62,48.529411764705884,54.411764705882355,,,,,49.411764705882355,,,,,651.306990881459,-3.2380952380952444,-2.8571428571428594,,50
"Collection","/collections/shemale-sex-toy",103,103,0,0,0,0,296,,0,0,0,123.88349514563107,2.8737864077669903,0.7281553398058253,,75,125,128,1,1,0,0,311,0,0.0078125,0.0078125,0,123.0625,2.4296875,0.703125,0,90,-17.6,-19.53125,-100,-100,,,-4.823151125401929,,-100,-100,,0.6671367359114867,18.278025785908284,3.5598705501618135,,-16.666666666666668
"Collection","/collections/asian-sex-doll",99,101,0,0,0,0,294,,0,0,0,106.92079207920793,2.910891089108911,0.5247524752475248,,53,95,96,1,0,0,0,315,,0.010416666666666666,0,0,200.26041666666666,3.28125,0.5208333333333334,,50,4.2105263157894735,5.208333333333333,-100,,,,-6.666666666666667,,-99.99999999999999,,,-46.60912333105872,-11.287128712871288,0.7524752475247496,,6
"Collection","/collections/lesbian-sex-doll-torso",92,92,1,0,0,0,166,,0.010869565217391304,0,0,80.56521739130434,1.8043478260869565,0.6413043478260869,,59,84,87,1,1,1,0.011494252873563218,171,1,0.011494252873563218,0.011494252873563218,1,88.94252873563218,1.9655172413793103,0.6781609195402298,1,59,9.523809523809524,5.747126436781609,0,-100,-100,-100,-2.9239766081871346,,-5.434782608695653,-100,-100,-9.418791508872083,-8.1998474446987,-5.4347826086956506,,0
"Collection","/collections/mini-sex-doll",86,89,1,0,0,0,260,,0.011235955056179775,0,0,106.26966292134831,2.9213483146067416,0.550561797752809,,49,63,66,1,1,0,0,160,0,0.015151515151515152,0.015151515151515152,0,115.46969696969697,2.4242424242424243,0.5606060606060606,0,37,36.507936507936506,34.84848484848485,0,-100,,,62.5,,-25.84269662921349,-100,,-7.967487825626705,20.505617977528086,-1.7916793197691958,,32.432432432432435
"Custom Page","/pages/sex-doll-gif",80,82,0,0,0,0,124,,0,0,0,19.9390243902439,1.5121951219512195,0.7439024390243902,,61,83,84,0,0,0,0,139,,0,0,0,21.44047619047619,1.6547619047619047,0.8571428571428571,,72,-3.6144578313253013,-2.380952380952381,,,,,-10.79136690647482,,,,,-7.002884576319392,-8.61554658712054,-13.211382113821134,,-15.277777777777779
"Collection","/collections/silicone-ass",73,77,2,1,1,0.012987012987012988,272,1,0.025974025974025976,0.012987012987012988,1,179.8961038961039,3.5324675324675323,0.5194805194805194,1,40,77,80,1,0,0,0,240,,0.0125,0,0,145.8125,3,0.5125,,41,-5.194805194805195,-3.75,100,,,,13.333333333333334,,107.7922077922078,,,23.374953379239717,17.748917748917744,1.362052581564776,,-2.4390243902439024
"Collection","/collections/under-100",77,77,1,1,0,0,204,0,0.012987012987012988,0.012987012987012988,0,116.36363636363636,2.6493506493506493,0.6233766233766234,0,48,64,67,2,0,0,0,272,,0.029850746268656716,0,0,213.955223880597,4.059701492537314,0.5223880597014925,,35,20.3125,14.925373134328359,-50,,,,-25,,-56.49350649350649,,,-45.61308938706916,-34.740259740259745,19.332096474953623,,37.142857142857146
"Collection","/collections/huge-breasts-sex-dolls",69,75,0,1,0,0,328,0,0,0.013333333333333334,0,294.96,4.373333333333333,0.4266666666666667,,32,78,79,1,1,1,0.012658227848101266,283,1,0.012658227848101266,0.012658227848101266,1,194.81012658227849,3.5822784810126582,0.4177215189873418,1,33,-11.538461538461538,-5.063291139240507,-100,0,-100,-100.00000000000001,15.901060070671377,-100,-100.00000000000001,5.333333333333342,-100,51.40896686159843,22.082449941107175,2.1414141414141468,,-3.0303030303030303
"Collection","/collections/torso-dildo",73,73,0,0,0,0,154,,0,0,0,58.57534246575342,2.1095890410958904,0.6438356164383562,,47,117,122,1,0,0,0,324,,0.00819672131147541,0,0,138.75409836065575,2.6557377049180326,0.5655737704918032,,69,-37.60683760683761,-40.16393442622951,-100,,,,-52.46913580246913,,-100,,,-57.78478390346221,-20.564857094537455,13.83760174707168,,-31.884057971014492
"Collection","/collections/teen-sex-dolls",72,73,0,0,0,0,122,,0,0,0,39.602739726027394,1.6712328767123288,0.726027397260274,,53,81,83,0,0,0,0,195,,0,0,0,81.97590361445783,2.3493975903614457,0.6626506024096386,,55,-11.11111111111111,-12.048192771084338,,,,,-37.43589743589744,,,,,-51.68977958171262,-28.86547242711626,9.564134495641344,,-3.6363636363636362
"Collection","/collections/life-size-shemale-sex-doll",71,73,0,0,0,0,249,,0,0,0,155.36986301369862,3.410958904109589,0.3972602739726027,,29,60,60,0,0,0,0,173,,0,0,0,125.58333333333333,2.8833333333333333,0.4666666666666667,,28,18.333333333333332,21.666666666666668,,,,,43.93063583815029,,,,,23.71853723718537,18.299152743685166,-14.872798434442277,,3.5714285714285716
"Collection","/collections/life-size-anime-sex-doll",68,68,0,0,0,0,244,,0,0,0,246.4558823529412,3.588235294117647,0.5294117647058824,,36,34,36,0,0,0,0,135,,0,0,0,136.02777777777777,3.75,0.3888888888888889,,14,100,88.88888888888889,,,,,80.74074074074075,,,,,81.18055472137804,-4.3137254901960755,36.134453781512605,,157.14285714285714
"Collection","/collections/silicone-pocket-pussy",63,65,1,0,0,0,165,,0.015384615384615385,0,0,72.72307692307692,2.5384615384615383,0.6461538461538462,,42,60,60,0,0,0,0,100,,0,0,0,40.766666666666666,1.6666666666666667,0.6833333333333333,,41,5,8.333333333333334,,,,,65,,,,,78.388577897981,52.30769230769229,-5.4409005628517795,,2.4390243902439024
"Blog Article","/blogs/sex-doll-torso-blog/top-7-sex-poses-with-your-torso-sex-doll",63,63,0,0,0,0,104,,0,0,0,84.38095238095238,1.6507936507936507,0.7936507936507936,,50,92,93,0,0,0,0,137,,0,0,0,46.43010752688172,1.4731182795698925,0.7956989247311828,,74,-31.52173913043478,-32.25806451612903,,,,,-24.087591240875913,,,,,81.73757692053199,12.061174834897455,-0.25740025740025785,,-32.432432432432435
,"/de/collections/robotic-sex-doll",63,63,0,0,0,0,166,,0,0,0,102.53968253968254,2.634920634920635,0.49206349206349204,,31,51,51,0,0,0,0,155,,0,0,0,88.96078431372548,3.0392156862745097,0.5686274509803921,,29,23.529411764705884,23.529411764705884,,,,,7.096774193548387,,,,,15.263914690848804,-13.302611367127493,-13.464696223316913,,6.896551724137931
"Collection","/collections/animal-hentai-sex-doll",62,62,0,0,0,0,222,,0,0,0,133.16129032258064,3.5806451612903225,0.4838709677419355,,30,72,74,0,0,0,0,244,,0,0,0,105.62162162162163,3.2972972972972974,0.5,,37,-13.88888888888889,-16.216216216216218,,,,,-9.01639344262295,,,,,26.073893089444304,8.59333685880486,-3.2258064516129004,,-18.91891891891892
"Collection","/collections/anime-pocket-pussy",58,60,0,0,0,0,132,,0,0,0,145.31666666666666,2.2,0.5666666666666667,,34,41,41,0,0,0,0,175,,0,0,0,166.5121951219512,4.2682926829268295,0.4634146341463415,,19,41.46341463414634,46.34146341463415,,,,,-24.571428571428573,,,,,-12.729114789316926,-48.457142857142856,22.280701754385955,,78.94736842105263
"Collection","/collections/mini-sex-doll-torso",53,57,0,0,0,0,110,,0,0,0,73.87719298245614,1.9298245614035088,0.7017543859649122,,40,62,62,1,1,0,0,134,0,0.016129032258064516,0.016129032258064516,0,173.70967741935485,2.161290322580645,0.5967741935483871,0,37,-14.516129032258064,-8.064516129032258,-100,-100,,,-17.91044776119403,,-100,-100,,-57.470882405642705,-10.70960984550929,17.591275486012318,,8.108108108108109
,"/products_preview",7,52,0,0,0,0,144,,0,0,0,552.5576923076923,2.769230769230769,0.4230769230769231,,22,16,56,0,0,0,0,148,,0,0,0,607.3214285714286,2.642857142857143,0.4107142857142857,,23,-56.25,-7.142857142857143,,,,,-2.7027027027027026,,,,,-9.017257367742523,4.781704781704781,3.0100334448160564,,-4.3478260869565215
"Collection","/collections/chinese-sex-doll",48,50,0,0,0,0,111,,0,0,0,74.62,2.22,0.66,,33,67,74,2,0,0,0,202,,0.02702702702702703,0,0,148.35135135135135,2.72972972972973,0.6486486486486487,,48,-28.35820895522388,-32.432432432432435,-100,,,,-45.04950495049505,,-99.99999999999999,,,-49.70049189287666,-18.673267326732667,1.7499999999999991,,-31.25
,"/en-ca/collections/sex-doll-head",46,48,0,0,0,0,203,,0,0,0,207.875,4.229166666666667,0.25,,12,40,46,1,0,0,0,230,,0.021739130434782608,0,0,249.8913043478261,5,0.2826086956521739,,13,15,4.3478260869565215,-100,,,,-11.73913043478261,,-100,,,-16.81383210091344,-15.41666666666666,-11.538461538461531,,-7.6923076923076925
"List of Collections","/collections/vendors",43,48,0,0,0,0,169,,0,0,0,194.35416666666666,3.5208333333333335,0.3541666666666667,,17,44,52,4,2,0,0,199,0,0.07692307692307693,0.038461538461538464,0,183.92307692307693,3.826923076923077,0.4230769230769231,0,22,-2.272727272727273,-7.6923076923076925,-100,-100,,,-15.075376884422111,,-100,-100,,5.671441516799097,-7.998324958123954,-16.287878787878782,,-22.727272727272727
"Product","/products/a664-37-5lb-silicone-butt-sexy-and-real-realistic-big-ass-sex-doll-torso",44,47,0,1,0,0,100,0,0,0.02127659574468085,0,100.87234042553192,2.127659574468085,0.6808510638297872,,32,53,61,0,0,0,0,89,,0,0,0,32.16393442622951,1.459016393442623,0.8688524590163934,,53,-16.9811320754717,-22.950819672131146,,,,,12.359550561797754,,,,,213.61940703147027,45.82835285680133,-21.637896427137694,,-39.62264150943396
"Collection","/collections/big-booty-sex-dolls",45,47,0,0,0,0,158,,0,0,0,193.46808510638297,3.3617021276595747,0.425531914893617,,20,56,57,0,0,0,0,146,,0,0,0,99.15789473684211,2.56140350877193,0.47368421052631576,,27,-19.642857142857142,-17.54385964912281,,,,,8.219178082191782,,,,,95.11112616885757,31.244535120955998,-10.165484633569735,,-25.925925925925927
"Collection","/collections/sex-doll-anal",43,45,0,0,0,0,263,,0,0,0,242.64444444444445,5.844444444444444,0.6222222222222222,,28,29,29,0,0,0,0,128,,0,0,0,95.24137931034483,4.413793103448276,0.6896551724137931,,20,48.275862068965516,55.172413793103445,,,,,105.46875,,,,,154.76788156730228,32.41319444444444,-9.777777777777782,,40
,"/en-ca",33,42,1,2,0,0,306,0,0.023809523809523808,0.047619047619047616,0,331.4047619047619,7.285714285714286,0.3333333333333333,0,14,38,45,0,0,0,0,350,,0,0,0,356.7111111111111,7.777777777777778,0.2222222222222222,,10,-13.157894736842104,-6.666666666666667,,,,,-12.571428571428571,,,,,-7.094354063579075,-6.326530612244898,50,,40
"Collection","/collections/alien-sex-dolls",42,42,1,0,0,0,195,,0.023809523809523808,0,0,133.8095238095238,4.642857142857143,0.5238095238095238,,22,43,46,1,1,0,0,304,0,0.021739130434782608,0.021739130434782608,0,383.19565217391306,6.608695652173913,0.45652173913043476,0,21,-2.3255813953488373,-8.695652173913043,0,-100,,,-35.85526315789474,,9.52380952380952,-100,,-65.0806257716112,-29.746240601503754,14.739229024943324,,4.761904761904762
"Collection","/collections/huge-tits-sex-doll",39,41,0,0,0,0,170,,0,0,0,276.7073170731707,4.146341463414634,0.36585365853658536,,15,40,41,0,0,0,0,190,,0,0,0,394.7317073170732,4.634146341463414,0.2926829268292683,,12,-2.5,0,,,,,-10.526315789473685,,,,,-29.899901136925365,-10.526315789473676,25.000000000000007,,25
"Cart","/cart",31,40,6,2,1,0.025,199,0.5,0.15,0.05,1,449.175,4.975,0.55,1,22,12,23,4,4,1,0.043478260869565216,125,0.25,0.17391304347826086,0.17391304347826086,1,308.8695652173913,5.434782608695652,0.2608695652173913,0.5,6,158.33333333333334,73.91304347826087,50,-50,0,-42.49999999999999,59.2,100,-13.75,-71.25,0,45.425464527027025,-8.46000000000001,110.83333333333336,100,266.6666666666667
,"/en-ca/collections/robotic-sex-doll",39,39,1,0,0,0,168,,0.02564102564102564,0,0,178.46153846153845,4.3076923076923075,0.4358974358974359,,17,52,53,0,0,0,0,218,,0,0,0,115.20754716981132,4.113207547169812,0.5660377358490566,,30,-25,-26.41509433962264,,,,,-22.93577981651376,,,,,54.90438156668094,4.728299223712052,-22.991452991452988,,-43.333333333333336
"Collection","/collections/pocket-pussy-ass",39,39,0,0,0,0,91,,0,0,0,103.8974358974359,2.3333333333333335,0.5897435897435898,,23,43,43,0,0,0,0,60,,0,0,0,33.2093023255814,1.3953488372093024,0.7441860465116279,,32,-9.30232558139535,-9.30232558139535,,,,,51.666666666666664,,,,,212.8564246211305,67.22222222222223,-20.753205128205124,,-28.125
"Product","/products/f5950-164cm5ft4-40-5kg-robot-all-in-one-seamless-neck-silicone-celebrity-sex-doll-irontech-doll",38,38,0,0,0,0,90,,0,0,0,136.6315789473684,2.3684210526315788,0.6842105263157895,,26,90,94,0,0,0,0,266,,0,0,0,144.7659574468085,2.8297872340425534,0.648936170212766,,61,-57.77777777777778,-59.57446808510638,,,,,-66.16541353383458,,,,,-5.6189857359448006,-16.303917688959253,5.435720448662644,,-57.377049180327866
